Id экзамена;Id вопроса;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка экзаменатора;Транскрибация ответа;Ссылка на оригинальный файл запис
3374051;30629040;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы пришли в больницу, чтобы пройти обследование. Узнайте, когда </strong><strong>принимает врач, и скажите, что Вам нужно.</strong></p>";;0;Вопросы на сайте.;https://storage.yandexcloud.net/odin-exam-files-dataset/ff3ba75e-e512-49ec-9f86-4e473f467e15-0.MP3
3374051;30629041;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p> </p>
<p><strong>– Что Вы делаете, когда у Вас есть свободное время? Чем увлекаетесь? </strong><br><strong>– ... </strong><br><strong>– Скажите, пожалуйста, какой вид спорта Вам нравится? Занимаете</strong><strong>сь ли Вы спортом? Если да, то каким? </strong><br><strong>– ... </strong><br><strong>– Какие праздники Вы любите праздновать?<br>– ...<br></strong><strong>– Какие фильмы Вы обычно </strong><strong>смотрите? Где Вы любите смотреть фильмы: в кинотеатре или дома? </strong><br><strong>– ...</strong></p>";;1;Вопросы на сайте. Вопросы на сайте.;https://storage.yandexcloud.net/odin-exam-files-dataset/ff3ba75e-e512-49ec-9f86-4e473f467e15-1.MP3
3374051;30629042;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p> </p>
<p><strong>Представьте ситуацию. Вы увидели объявление об открытии спортивного </strong><strong>клуба в Вашем районе. Позвоните и поговорите с менеджером.<br></strong><strong>Поздоровайтесь. Узнайте, сколько стоит посещение спортивного клуба. </strong><br><strong>Поблагодарите за полученную информацию и оцените работу с Вами как </strong><strong>с будущим клиентом.</strong></p>";;1;Вопросы на сайте.;https://storage.yandexcloud.net/odin-exam-files-dataset/ff3ba75e-e512-49ec-9f86-4e473f467e15-2.MP3
3374051;30629043;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p> </p>
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– Сколько детей в вашей семье? Расскажите о них. </strong><br><strong>– Как Вы играете с детьми?</strong></p>
<p><strong><img src=""https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG"" width=""700"" height=""507""></strong></p>";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;1;Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Вопросы на сайте. Или какие-то науки, может быть. Искусственная. Музыка. Музыку тоже найду. Кино. Кино найду. Какие фильмы смотрите? Разные. Не помню даже. Понятно. Всякие. Охотка. Кроме бега, что еще? Я ничего не знаю. А бегали профессионально или как любители? Как любители. А у вас уроки физкультуры были в школе? В школе, да. И что там у вас в Казахстане на уроках физкультуры преподают? Ну как, сначала разминаешься, как во всех школах. Потом делаешь там всякие упражнения. Потом могут дать мячик, может бегать. Могут тяжелую лепу открыть. К диагири, к штангу вот этим. Понятно. Ладно, хорошо, все. Спасибо. Для вас записку теста оговорения окончена. Вы можете быть свободны. Договор результатов там у администратора спросите, если по баллам вам интересно. Хорошо. Спасибо. До свидания. Спасибо. Спасибо. Спасибо. Ну, если что, тогда вам из приемной комиссии могут позвонить, да? Да. Они могут потом предложить, может быть, вы у нас будете.;https://storage.yandexcloud.net/odin-exam-files-dataset/ff3ba75e-e512-49ec-9f86-4e473f467e15-3.MP3
3374052;30629078;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы не можете найти дорогу к автобусной остановке. Узнайте у прохожего </strong><strong>путь к автобусной остановке.</strong></p>;;0;Так, я читаю задание, вы его видите перед глазами, оно у вас. И нужно будет... На него реагировать. Так, начните диалог. Вы не можете найти дорогу к автобусной остановке. Узнайте у прохожего путь к автобусной остановке. Я прохожий. Здравствуйте, не подскажете... Как пройти к остановке... Ну, металлург. А у вас какая остановка интересует? Какого транспорта? У меня транспорт 66-го, ну, еще так. Автобус? Да. Бульвар 1. Бульвар 1. Так, если вам нужна автобусная остановка, чтобы доехать до бульвара Героев, вы должны сейчас пройти буквально 3-4 дома вперед, и там справа вы ее увидите. Все, спасибо, Леонид Семенович. Пожалуйста. Пожалуйста.;https://storage.yandexcloud.net/odin-exam-files-dataset/72a84e48-438e-4fbf-b3ee-cfa4ff1a7828-0.MP3
3374052;30629079;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>";;2;Итак, вам нужно принять участие в диалоге. Вопросы и ответы на вопросы полными предложениями. Отвечать нужно на группу вопросов. Я их буду последовательно зачитывать. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг-подруга? Внешность, характер, хобби. Моего друга зовут Рашид. Мы с ним познакомились в детстве, играя. И мы... Мы... Мы... Мальчик. Мальчик. Угу. Друг мой очень хороший, добрый. Волосы у него светлые. А ну, добрый характер, но он любит заниматься футболом. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? Что вам больше всего понравилось? Угу. Угу. Угу. Угу. Угу. Обычные условия отпуска. Летом. Как вы попробуете? Я езжу на море. В последний раз я отдыхал в Дагестане. Мне понравилось. Само море понравилось и горы. Хорошо. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете вместе? Моя мама домохозяйка, отец строитель. Сестра. Тоже домохозяйка. Братья, младшие учащиеся в школе. Мы встречаемся полгода раз. Чай пьем. Ходим по паркам гуляем. Все или еще что-то хотим добавить? Уходим к другим гостям. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/72a84e48-438e-4fbf-b3ee-cfa4ff1a7828-1.MP3
3374052;30629080;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. </strong><br><strong>У Вас есть билет на самолёт, но Вы не можете лететь. </strong><br><strong>Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что Вы хотите сдать свой билет, укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера.</strong></p>";;1;Начните диалог. Получите нужную вам информацию и будьте вежливы. Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. У вас есть диалог. Есть билет на самолет, но вы не можете лететь. Поздоровайтесь. Объясните в агентство по продаже авиабилетов, что вы хотите сдать свой билет. Укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера. Я менеджер. Здравствуйте. К сожалению, я не могу вам помочь. Я не могу помочь. Я не могу помочь. Я не могу помочь. Я не могу помочь. Здравствуйте. Постойте меня с она погодой. Я на пр 녹else на самолете. Могу ли я с infrared быть очень mention неразião или OО. Здравствуйте. Извините, сегодня не могу у 2006 мегабетедеть на самолете и затмецияех 5 próxima custa. Могу ли я propellть рейс? Поэтому, aids бы и не мог выезвить gehtа фара? Я�л у dej карелииひ nost ст Module Прещinde, housing Прочнул прибор Затем потеряли дStud тран Shift Итак, вы cubyер Выпили 1âW Я хотел сдать билет по причине того, что у меня сломана нога. То есть вы сейчас со сломанной ногой пришли сюда? Да. Вы хотите сдать сегодня свой билет в Сочи, потому что у вас сломана нога и вы не можете лететь, правильно? Да. Можно ли это сделать бесплатно? У вас же есть справка от врача, да? Да, есть. Это уважительная причина для того, чтобы перенести рейс или сдать билет. В этом случае вам нужно будет предоставить нам справку, но небольшой сбор все равно с вас возьмет авиакомпания. В размере 10% от стоимости билета. Ну а в целом оставшуюся сумму вы можете получить, сдать билет. Спасибо большое. Мы согласны оплатить то, что нужно. Рассказали. Спасибо за вашу отзывчивость. Пожалуйста. Очень надеемся, что вы выздоровеете и станете клиентом вашей компании. Спасибо большое. Пожалуйста. До свидания. До свидания.;https://storage.yandexcloud.net/odin-exam-files-dataset/72a84e48-438e-4fbf-b3ee-cfa4ff1a7828-2.MP3
3374052;30629081;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p><img src=""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"" width=""716"" height=""414""></p>
<p><strong>Ваше сообщение должно содержать следующую информацию: </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– А Вы любите путешествовать? </strong><br><strong>– Где Вы уже побывали?</strong></p>";https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG;2;Итак, следующее последнее задание. Вам нужно описать картинку. Ваше сообщение должно содержать следующую информацию. Что изображено на рисунке, место, время года и так далее. Кто изображен на рисунке, что они делают. Скажите подробнее о любом человеке, изображенном на рисунке. И два вопроса про вас. А вы любите путешествовать? Где вы уже побывали? Вы можете посмотреть на картинку и дальше дать связный ответ. Место. Место это вокзал. Время года по одежду разное. Мне кажется это лето. Изображены туристы. Вы пальцы показываете? Да не обязательно показывать, я вижу. Изображены туристы. Потом семейная пара. Большая семья. Мальчик, девочка. Одинокая девушка с большим соком. Наверное далеко едет куда-то путешествовать. И? Молодая пара. Наверное кто-то приехал или прощается. Угу. Так. Так, ух ты. Это что за пара? Это пара для других людей? Да. Это пара для людей которые хотят путешествовать с фотоаппаратом мужчина. Они видимо ждут свой поезд. И она уже рассказывает и представляет где они будут и что будут делать. Так, у них сумки. Будем на палатке ездить. Фотоаппарат. Шляпы. Ну, какие-то жаркие странные вещи. Что-то еще нет. Да. Что-то еще нет. Ну, это и есть. Еще что-то. Да, я люблю путешествовать. Я был в Киргизии, Дагестане, Чеченской Республике. У нас остается немного времени. Мы с Вами побеседуем на свободную тему. Вы сказали, что были в Дагестане, Чечне. Что Вам больше всего понравилось? В Дагестане мне так. Там люди отзывчивые, добрые. А Вы какие-то выступления видели? Да, я был в городе Дербенти. Там были старые стены, которые 500 лет, больше. Море было. А в музеях каких-то Вы там были? Нет, в музеях я не был. Просто гуляли по городу? Да. Сулагский каньон. Расскажите поподробнее, что там? Там можно прыгать с тарзанки, на катерах можно оказаться. Мосты есть навесные между горами. Потом Вы в Чечне еще сказали. А там что интересного видели? В Чечне я был проездом. В каком городе? В Грозном. Что-то успели там посмотреть, несмотря на то, что были пролитки? Если что касается мусульман, то для них это очень удобный город. Потому что много мечетей есть, молитвы, комнаты всякие. Очень удобно здесь. Чисто. Будет на вас весь день порядок. Порядок у них тоже. Хорошо, спасибо большое. Для Вас успехов. Спасибо.;https://storage.yandexcloud.net/odin-exam-files-dataset/72a84e48-438e-4fbf-b3ee-cfa4ff1a7828-3.MP3
3374091;30629716;1;<p>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления.</strong></p>;;1;Вам нужно начать диалог. Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления. Я пришла в посольство. Я пришла в посольство. Вы ко мне обращаетесь. Мне нужно узнать, какие документы. Я обращаюсь к сотруднику. Я сотрудник. Здравствуйте. Мне нужны документы для оформления визы. Не совсем так сформулировали. Здравствуйте. Мне нужно оформить визу. Угу. А какие документы мне нужны для ее оформления?;https://storage.yandexcloud.net/odin-exam-files-dataset/22e874dd-4861-482d-bcd2-637f64dc564b-0.MP3
3374091;30629717;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>
<p><strong>– Вы живёте в квартире или доме? Где находится это место? </strong><br><strong>– ... </strong><br><strong>– Это старый или новый дом? Сколько у Вас комнат? </strong><br><strong>– ... </strong><br><strong>– У Вас есть балкон?Как и когда Вы им пользуетесь? </strong><br><strong>– ... </strong><br><strong>– Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? </strong><br><strong>– ...</strong></p>";;2;Я уже думала. И ответили бы. Итак, примите участие в диалоге. Ответьте на вопросы полными предложениями. Вы живете в квартире или доме? Где находится это место? На данный момент я проживаю в общежитии. Ага. Это находится на улице Пригородная, 9, корпус 1. Угу. Угу. У вас в университете общежитие? Да. Хорошо. Это старый или новый дом? Сколько у вас комнат? Это старый дом и у меня одна комната. Угу. Хорошо. Сколько этажей в вашем доме? В моем доме 9 этажей. Угу. Хорошо. А соседи у вас есть? Имеются, да. У меня есть соседи. Какие? По характеру. Угу. Дружелюбные, отзывчивые. Хорошо. Нравятся вам ваши соседи? Да, очень. Мне нравятся мои соседи. Угу. Так, хорошо. У вас есть балкон? Как и когда вы им пользуетесь? Да, у меня есть балкон. Я им пользуюсь редко для того, чтобы полюбоваться видом. Хорошо. Так, ну и как вы обычно делаете ремонт? Вы это делаете сами или это делают специалисты? Эмм... Я делаю ремонт обычно не так часто и вызываю специалистов для осуществления ремонта. Ага. Скорее. Что-то сами делаете? Ну да. Какие-то такие обычные вещи. Ну, то есть, там, подклеить, например, что-то, починить там. Вот. Такие вещи могу делать самостоятельно. Ага. Хорошо. А теперь подойдём к дому, да, к общежитию, к зданию. Что-то рядом находится с вашим общежитием? С моим общежитием рядом находится Советский парк. Ну, также магазины различные, там, пункты выдачи и так далее. Угу. Какое-то спортивное какие-то сооружение есть? Ну, конечно. Рядом с моим домом есть торговый центр «Кристалл». И там находится спортивное сооружение. Ага. И там находится спортивный клуб «Лекс Джим».;https://storage.yandexcloud.net/odin-exam-files-dataset/22e874dd-4861-482d-bcd2-637f64dc564b-1.MP3
3374091;30629718;3;<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы. <br><br><strong>Представьте ситуацию. У Вас дома не работает отопление. </strong><br><strong>Позвоните в городскую аварийную службу. Расскажите сотруднику, в чём у Вас проблема. Объясните, почему её важно решить срочно. Спросите, когда придёт мастер и сколько будет стоить его работа. Поблагодарите за полученную информацию, попрощайтесь.</strong></p>;;1;Хорошо. Поблагодарите за полученную информацию. Попрощайтесь. То есть… Алло, здравствуйте, это городская служба. Здравствуйте, да, это аварийная служба. У меня проблема. Мне нужно её очень срочно решить. Произошла авария. Скажите, пожалуйста, когда может приехать мастер и сколько будет стоить данная работа? Так, а у нас в ней написано… А, отопление. У меня прорвало трубу. Как долго? Когда это случилось? Сегодня утром, приблизительно в 9 часов утра. Хорошо, ждите в течение дня мастера. Он поедет. Спасибо. Спасибо большое. До свидания.;https://storage.yandexcloud.net/odin-exam-files-dataset/22e874dd-4861-482d-bcd2-637f64dc564b-2.MP3
3374091;30629719;4;"<p>Вопрос устной части экзамена. Опишите картинку.<br><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>
<p><strong><img src=""https://storage-public.odin.study/e6a7b685-191b-4a3b-9a71-d36b8ee66306.PNG"" width=""819"" height=""547""></strong></p>";https://storage-public.odin.study/e6a7b685-191b-4a3b-9a71-d36b8ee66306.PNG;2;Да. И в течение дня должно содержать следующую информацию. Что изображено на фотографии, место или ещё что-то. Кто изображён на фотографии. Что делают эти люди. Рассказать подробно о любом человеке на фотографии. Ну и рассказать уже любите вы или умеете вы рисовать. И как вы можете помочь ребёнку научиться рисовать. На фотографии изображена мама и ребёнок. Да. Скорее всего это в помещении, в квартире дома у этой семьи. Эти люди рисуют картину, скорее всего. Я вижу на данной картинке ребёнка и вижу, что он в течение всего дня, с младенцем, в доме. И вот я вижу на картинке ребёнка и ребёнка. И он очень счастлив, что мама рядом с ним уделяет ему время и они его очень весело проводят. Я вижу счастливого ребёнка. Я люблю рисовать и умею рисовать. Ну, наверное, не профессионально, а больше любительски. Как я могу помочь ребёнку научиться рисовать? Ну, скорее всего, сесть с ним рядом. И если у него что-то не получается, помочь ему, как-то подбодрить его и предложить какие-то идеи для рисунка. А как рисуют? Чем рисуют? Красками. Ну, ребёнок с мамой рисуют красками. Ну, я вижу, что они не просто рисуют, а балуются. Хорошо. А у вас есть какие-то там, или у вас дети, или у вас дети, которые рисуют? У меня нет детей, но в скором будущем моя сестра родит мне племянника. В будущем, да? Да. Но у меня есть двоюродные братья и сёстры. Вот. Как вот они любят рисовать? Да, они любят рисовать, и не только. Также мы любим с ними гулять. Ага. Вот. Ходить также, кататься на коньках, на лыжах. И, ну, весело проводим время, да, с ними. Ага. Хорошо. Так, ну и расскажите, есть ли у вас подруга или друг? Да, у меня есть две близкие подруги. Одна проживает и живёт в Омске, другая в моём родном городе, в Петропавловске. Ну, какой-нибудь расскажите, где вы познакомились? Чем она занимается? И какая она, то есть, хобби, внешность? Ну, моя самая близкая подруга – это Полина, которая проживает в городе Петропавловске. Мы познакомились с ней в школе ещё. То есть мы дружим уже очень долго, больше восьми лет. Ну, в начале, в начальной школе там мы не сильно общались, а потом, как стали взрослыми, уже стали ближе общаться. Вот. Да. Нам комфортно друг с другом, мы вместе путешествуем, ходим на разные мероприятия, несмотря на то, что, как бы, на расстоянии находимся часто. Тем более, она училась в другом городе, в Перми, но мы всё равно находим время для друг друга. И по характеру она очень добрая, тактичная. Да. Вот. Заботливая, внимательная, очень приятные внешности, но мы разные с ней по внешности вообще. Ага. То есть у неё голубые глаза, прямые волосы, вот. Но, несмотря на то, что мы разные внешне, внутренне мы очень с ней схожи. Ага. Какие у неё интересы? Чем она интересуется, занимается? Ну, вообще, она закончила университет. Политехнический в Перми. Сейчас она работает и планирует переезжать. Также она увлекается спортом, ходит на различные кружки. Вот. А какие кружки? Ну, например, лебедь из глины, горшочки всякие. Вот. Также… А что она потом делает с ними? Ну, скорее всего, дарит своим близким людям, либо оставляет себе на память. Вот. Хорошо. Так, ну, в Омске, то есть, получается, сколько вы уже лет в Омске? Ну, пять лет практически. У вас есть какие-то любимые места в Омске? Да. В Омске у меня есть любимое место – это парк «Зелёный остров». Вот. Почему? Потому что там много разных развлечений, очень красиво, и он всё время преображается. То есть, там появляется что-то новое, новые аттракционы, по-новому украшают всё. То есть, каждый раз приходишь туда и видишь изменения. И поэтому интересно там. Ага. А что у вас там? Что у вас? Ну, в парке также «Птичья гавань». Вот. Вы часто ходите? Вот в этот парк я хожу редко. И он совершенно отличается от парка «Зелёный остров», потому что там очень спокойное место. Когда я хочу умиротворения, тишины и спокойствия, то я хожу в этот парк. Ну, всё хорошо. Всё справилась.;https://storage.yandexcloud.net/odin-exam-files-dataset/22e874dd-4861-482d-bcd2-637f64dc564b-3.MP3
3374093;30629774;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог. <br><strong>Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать Вам бланк.</strong></p>;;1;Хорошо. Итак, переходим к вопросам экзамена. Первый вопрос – это ситуация, вам надо начать диалог. Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать вам бланк. Здравствуйте. Здравствуйте. Здравствуйте. Мне нужно... Здравствуйте. Здравствуйте. Мне нужно оформить миграционную карту. Не могли бы вы мне с этим помочь? Так, и еще что нужно? Что нужно? Что? Ну, задай мне, смотрите. Объясните ситуацию, что вы сделали и... А, можете предоставить мне бланк? Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/2ab15c27-11ce-46f5-b380-0c43b27b4857-0.MP3
3374093;30629775;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p> </p>
<p><strong>– Какие фильмы или сериалы Вы любите смотреть? Фантастику, детективы </strong><strong>или романтические фильмы? </strong><br><strong>– ... </strong><br><strong>– Вам нравятся новые фильмы или старые? Цветные или чёрно-белые?Почему? </strong><br><strong>– ... </strong><br><strong>– О чём Ваш любимый фильм? </strong><br><strong>– ... </strong><br><strong>– Кому бы Вы посоветовали его посмотреть и почему? </strong><br><strong>– ...</strong></p>";;2;Пойдемте дальше. Так, следующий вопрос. Вам нужно принять участие в диалоге и ответить на вопросы полными предложениями. Какие фильмы, сериалы вы любите смотреть? Фантастика, детективы или романтические фильмы? Я люблю смотреть детективы. Почему? Потому что там сюжет интересный всегда. Ну, до конца фильма держит фильм в напряжении, так сказать. Испытываю большой спектр эмоций. От просмотра детективов. А фантастику как вы к ней относитесь? Фантастику тоже иногда смотрю, но поменьше, чем детективы. Почему? Потому что больше мне нравятся детективы, чем фантастика. Что вам не нравится в фантастике? В фантастике мне не нравится, что многие вещи неправдоподобны. Что много что отличается от реальности. Поэтому я больше предпочитаю детективы. Вам нравятся новые фильмы или старые? Цветные или черно-белые? Почему? Больше нравятся новые фильмы, потому что там качество картинки лучше, освещение, сюжет уже лучше придумывают. Ну и цветное, само собой. Потому что в черно-белом сейчас новые фильмы уже не снимают. Почему? Кто-то и снимает. Да, не видел таких. Ну, понятно, что это не те, которые... Для каждого зрителя. Так, хорошо. Есть ли у вас любимый фильм? Так, мой любимый фильм «Человек-невидимка». О чем этот фильм? Там... Ну, это даже больше к фантастике. Да, ну вообще, по сути, это детектив. Ну, с небольшим внесением к фантастике жанра туда. Вот, там про девушку и парня. Получается, девушка была не в очень хороших отношениях. Она ушла от парня, и парень преследовал ее в костюме, который он придумал. На основе, там, миллион камер, якобы. И он делает его невидимым. Ну, не смотрели? А, это не по классике, получается. Ну, детектив, да, но с жанром. Нет, у нас там есть классический сюжет. Я так понимаю, что это не классический сюжет «Человек-невидимка». А есть еще какой-то фильм «Человек-невидимка»? Ну, да, но там не про камеры и не такой... Ну, это более новый, там, 2000 на какого-то года выпуска. Хорошо. Какой бы вы посоветовали посмотреть и почему? Я уже всем друзьям посоветовал посмотреть, потому что интересный сюжет, там, до самого конца, ну, непонятно, чем фильм кончится. Потому что есть фильмы, которые сразу знаешь, чем закончится. Детям бы посоветовали? Детям? Ну, наверное, нет. Потому что там ограничение 16+, по-моему, даже на фильме стоит. Ну, прям маленький фильм. Ну, прям маленький, нет. А кто? Подростки могут посмотреть. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/2ab15c27-11ce-46f5-b380-0c43b27b4857-1.MP3
3374093;30629776;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в кассы железнодорожного вокзала. Вам нужно купить билеты на поезд до Ташкента. </strong><br><strong>Поздоровайтесь. Узнайте у кассира о наличии билетов, их стоимости. Спросите о скидке для детей. Поблагодарите за полученную информацию и оцените работу кассира.</strong></p>";;1;Вам нужно начать диалог, получить нужную информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в кассу. В кассу железнодорожного вокзала. Вам нужно купить билеты на поезд до Ташкента. Поздоровайтесь, узнаете у кассира о наличии билетов, их стоимости. Спросите о скидке. Для чего? Спросите о скидке для детей. Поблагодарите за полученную информацию и оцените работу кассира. Добрый день. Добрый день. Не будет ли у вас билетов до Ташкента? И сколько они стоят? Будут они билеты, да. То есть на следующую неделю, среда, четверг. Ага. А стоимость их какая? 7000. Ага. А для детей не будет ли скидки? Если ребенок до 12 лет, то скидка 50%. Спасибо большое за потраченное время.;https://storage.yandexcloud.net/odin-exam-files-dataset/2ab15c27-11ce-46f5-b380-0c43b27b4857-2.MP3
